ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k
59.02,2.09,3.28,1189,593,67473.12,4.91,9.5,100530,0.645,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,2024,4,2024-Q4,2024-10-01,False,True,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0
37.24,6.61,3.97,1318,328,22421.15,-0.44,6.8,45595,0.939,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,2023,1,2023-Q1,2023-01-01,False,True,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0
3.96,10.0,5.38,203,131,296547.54,9.78,3.9,9631,0.872,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,2021,4,2021-Q4,2021-10-01,True,False,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0
25.45,3.14,4.83,265,224,53454.31,-1.22,11.8,8610,0.788,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,2024,2,2024-Q2,2024-04-01,False,True,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0
27.29,5.84,3.73,196,136,55133.81,2.15,6.2,11689,0.848,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2023,1,2023-Q1,2023-01-01,False,True,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0
25.94,4.11,9.24,6894,6045,1097696.52,-2.04,0.0,105116,0.776,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,2022,1,2022-Q1,2022-01-01,True,False,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0
29.18,3.62,2.01,4204,2126,44010.66,-1.42,0.0,251937,0.765,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2022,2,2022-Q2,2022-04-01,False,False,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0
41.71,4.01,3.96,1329,280,401459.09,1.54,9.3,56005,0.758,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,2023,2,2023-Q2,2023-04-01,False,True,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0
13.12,3.89,5.3,3008,1851,31328.23,,8.2,60581,0.833,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2022,3,2022-Q3,2022-07-01,False,False,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0
17.29,4.79,4.69,3810,1565,150588.64,0.03,2.0,140839,0.806,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,2021,3,2021-Q3,2021-07-01,True,False,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0
37.33,4.96,3.98,1171,456,137061.38,4.89,2.2,32024,0.626,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2022,4,2022-Q4,2022-10-01,False,True,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0
